reviewer_id,liked,review_text,rating,is_spam_1,review_length
A22HO0ABH6W9K6,619,This is a pretty good cover. right up to the Moleskine standard.  Too bad one of the 4 elastic corners covers up the onoff switch.  And since it has a note pad. too bad it doesnt have a pen holder.  These are just minor though.  I really love the leather and the overall quality.,4,1,279
A22IA58NFO6C7C,0,Well I bought a NOOK Tablet last year and it was great for about 1 month after the time of purchase. Since then. I have had to get a replacement and now the replacement is giving me lots of problems. Barnes and Noble keep telling me that my device has a manufacture defect. yet they wont issue a refund. I would not recommend this device at all. unless you are really into books and have the patience and energy to keep fighting with a company that doesnt see their mistakes. Also. the app store and email app is upsetting. The app store is blocked so that you are only limited to Bu0026N app store which doesnt offer much. There are no messaging apps available for this device. The email app is very out of date. and limited. Please consider all of the pros and cons before you waste your money on something that will only give you headache after headache.,3,0,857
A22II2FFHT4PBM,11,Used this for two weeks on a scout trip and it worked well.  Could hear and be hard on it.  Took it of the shelf and keyed it up with the same radio and it shut the radio down.  Tried it with the other t three talkabout radios and it shut them down too.  Dont think this is a quality problem but was disappointing.,2,0,314
A22IV7E05GPOUJ,1,I favor the soft warm light of the Mighty Brights with bulbs.  I also have some spare bulbs and wanted to get another unit.  But if the swtch breaks on this one. as did my previous one. I wont be buying anymore.  The LED one is okay. but has a sharp blueishwhite light thats a little hard on my eyes.Mary Ann S.,4,1,311
A22J3919D6DZU5,0,I had the same problem as other reviewers with these speakers but tried to move them outside as another person suggested. Once I did that. they worked for a while. I found though that if you use batteries and not the AC adaptor. they seem to work just fine. It takes 8 C batteries though so prepare to spend some money on rechargables!Advent .aka RCA. need to shield these speakers from outside interferance for these to get a better review.Once they finally started working. they sound pretty good for a lowend speaker system.,2,0,527
A22JG9GXNKBOMF,22,I Have had this camera for 12 monthes and I am well mad up with It and every thing It dus.,5,0,90
A22JIGYNE9U0B,15,Best cable for small business ethernet hub at a fantastic price.,5,0,64
A22KS97E1Z0DN5,0,Ignore the reviewers who say youre stupid if you have trouble with Skipdr  it does work. but it can take a few tries to get used to it.The first time I used Skipdr. I was mortified.  The disk came out covered in needlesized white scratches and suddenly would not play in anything.  I read and reread the instructions. but couldnt figure it out.Fortunatley. I kept trying.  Eventually I realized that the disk just wasnt wet enough.  When they say spray the disk. they mean really SOAK it. and keep spraying you work.  .Cant have too much fluid!.  Also. turn the crank quickly to get smooth action on the wheel.  Mine pops and jolts when I turn it gently.Skipdr took some time for me to figure out.  Getting the instructions only slightly wrong can cause serious problems.  Use a lousy disk you dont really care about to experiment. then move on once youve got it right.,4,1,869
A22KW5YWAI5YDO,11,Good  headphones.  I like .very much. that they only have a wire on one side  and they are lightweight..The sound is pretty good. I enjoy using them.,4,1,149
A22M8JKEMEW4BI,0,Do not buy a Nook!!!! Spend you money else where. We have both a color and a black and white. Both are less than a year old and have had to be replaced already. Now the Bu0026W needs to be replaced again. Tech support is a joke!!! In store support is just a little betterif there is a store close to you. Would never buy one againcompany will not refund. BAD NEWS!!!!,1,0,367
A22MHWKRGV89RZ,35,I bought 3 of these this year.  I guess out of habit.  They seem a bit loose where they plug to the slot. but maybe thats normal.  It didnt keep me from buying 2 more of them.,4,1,175
A22NBW4PKXG660,0,THsi item did not work at all. I bought it for a trip to Italy. lugged it all the way over there and it did not work  the pushout plugs would not stay engaged.  I borrowed an adapter from the front desk and it worked fine.  You probably do not need a transformer product like this as most devices you will want to use are already dual voltage .computer. phone. rechargable camera batteries. etc..  Just buy a plug adaptor and you will be fine.,1,0,443
A22NZFCXVF7Y51,66,The sound quality is good. I purchased these to plug into walkie talkies. As someone whos been use to wearing the actual walkie talkie unit on his pants I had to begin to clip it on my shirts because the plug and its cord are short and tight. If I wear the walkie on my belt and have the speaker on my shoulder. the audio jack always pulls out of the walkie unit because of the tension.For my purposes these are not ideal and if you are use to wearing the walkie unit on your belt line then dont purchase these.If youre okay with wearing the walkie unit on your shirt or somewhere a lot higher than your belt line then go for it.,2,0,629
A22P7ZQQBC7IL7,0,Nice machine so far so good a couple months now.  my old JVC finally broke it had a lift up plastic cover so you could change disc without stoping music. Semms like the random play could be more random tends to stay on same disc for number of songs. maybe intentional.,4,1,268
A22PER4P3LP2PU,0,I purchased 4 of these for my 4 channel DVR.2 of the 4 couldnt be focused.  The adjuster screw that focuses and zooms werent properly attached to the inside lens.  Turning it did nothing.  I had to open up the unit. unscrew the orb and manually turn the focus wheel with a long thin tool.  It is very hard now to focus it once its mounted since everything is internal.Also. the color reproduction is horrible.  Even when tested indoors. everything seemed almost Bu0026W and very faded.  I tried ATW. Auto and other settings but nothing helped.  Night vision is good but only because of all the IR leds.  Save your money and try another company.,1,0,644
A22PS68JS6ZLHP,0,Yes. it is a 50 ft CAT 5e cable.It is NOT a Belkin cable with the wingflap antisnag.  It is one with those stupid pushdown cup protectors that turn rock hard after 6 months .and this one is already too stiff to push down..  When running servers and labs. it makes a big difference having the right equipment.PLEASE update the photo to properly represent the product or send the right one.,2,0,388
A22PZP540HKPYX,0,Buena cu0026aacutemara a buen precio. Dos minutos luego que la desempaquu0026eacute comence a  tomar fotos. El 90% del menu .configurable en varios idiomas. es de muy  fu0026aacutecil comprensiu0026oacuten. Afortunadamente viene con 4 baterias recargables .mas el  cargador. ya que las baterias se descargan con 40 o 50 fotos .con el LCD  encendido.. La resoluciu0026oacuten en muy buena. aunque aun lucho con las sombras  que genera el flash. Una vez instalado el driver en la computadora. la  cu0026aacutemara se ve como un disco duro .en MiPC. y bajar las fotos es muy facil.  La interface RS232 es bastante ru0026aacutepida. La nitidez. cuando se toman  imagenes con zoom. no me parece muy buena. tengo que seguir probando. Y el  poder ver las imagenes en un televisor .con el cable de video. es  excelente.,4,1,811
A22QIJY2CB21MV,79,I bought the ptouch and wanted some label refills that were black on clear.  this was perfect for me.  Not much to say. but it is what is advertised.,4,0,149
A22QIJY2CB21MV,55,I use these to hold my kitchen appliance cords.  They work great. I use to use twist ties. which worked. but these are just so much nicer.  The entire strip is velcro and then the one end has the sticky part.  They come in multi colors.,4,1,236
A22QSFWQ2N4AH9,0,The Belkin Molded Patch cable worked exactly as it should. fast connection. no snags. Not quite 50 feet though but whatever.,4,1,124
A22QT5VRYAJAYE,0,The nook tablets apps cost money but the free games are horible.dont waste your money on the nook simple touch nook color ornook tablet get the KINDLE FIRE i used to have it but then i got anook tablet now im stuck with it!,3,0,223
A22QV5TPANXHPM,0,After several weeks of normal use latch dettached from flap I reattached. Then the other latch lock came apart causing a headache to latch and unlatch. Top ends of the flap is tearing. This bag is not worth the  money at all. Im very disappointed. Worst of all This company does not stand behind their product. No return granted.,1,0,329
A22SXFR6WYFJBQ,1,Thank  you for the help with the micro card card.It works great.Lots of storage for all the pix that I take.,4,0,108
A22TTSANMGIANK,33,GREAT QUICK DELIVERY NEEDED FAST FOR MY SONS BASEBALL. IF YOU MUST USE THESE THEN PURCHASE ASAP NEVER KNOW HOW LONG THESE WILL BE AROUND FOR WITH TECHNOLOGY CHANGES,4,1,164
A22U2Y5TPDNI3U,1,With its cool blue lights. this microsystem really has an incredible look.  Even tough its very small. the sound comes comes loud and clear.  You can play your music as loud as you want without a bit of distortion!  The only negative point I see would be the cassette player which looks very  nice but maybea little cheap and complicated. a door similar to the one of  the CD player opens and a little rack pulls out.,5,1,417
A22U4HP2RBGA0J,33,This is a knockoff.  AS I described earlier. more attention to detail as far as outside measurements and electrical specs alongwith what it is intended to replace.,3,0,163
A22U6OTGZK6G8W,0,I must first say that I did some quite extensive research before investing in my 315.  I bought it for a trip to Cyprus.  While there I went off to Isreal and Egypt.  With its world wide datum I was easily able to track and  navigate my position.  Just to see how acurate it was I tried it while on a  Boweing 777 to London and it tracked me at 695mph and at 38000ft.  After  trying on land and in air what is left but on water.  On a ship bound for  Port Said. Egypt .listed in the world datum. I was able to plot a course  for the port and see the distance and time ETA as well as the speed and  bearing.  A lot of the reviews I read complained about the battery life. no  problems here.  The entire trip for me .all three countries. I only changed  batteries once.  Overall. a great tooltoy.,5,1,794
A22UW5M27EABJM,3940,Maxell VCR dry head cleaner performed as advertised and restored picture and sound quality. The product is easy to use and the advertisments are not that annoying.,4,0,163
A22UWADLC6BVOE,23,Nice long cord. only one ear. swivel cups  those are the three things that earn this review its two stars.  The quality is horrid!  The music sounds like its coming from a distance. resulting in a feeling like your  ears are ready to burst.  The phones themselves are not a snug fit and feel  not quite right on your head.  I have to personally turn my speakers WAY up  just to get any sound on the phones.  Not for people with sensitive  hearing.  Not recommended.,2,0,465
A22V8CKLOCDTY4,57,A must have item in your car or truck. It work every time you need it safed my but a few times,5,0,94
A22VIZ9UXTX5KW,0,I purchased a DC240 online on 83199.  I am a semi professional photographer and wanted to try digital.  The resolution sounded alright and the features seemed about the best that I could get without spending a huge amount of money.  I have been having some health problems and didnt get to use the camer very much.  In fact. there is a counter built into the camera.  I had only taken 241 pictures total in 15 months.  I attempted to use it the other day and the lens motor started making a noise and would not focus.  I called Kodak and they were not very helpful at all.  They said they had two repair costs. USD110 for minor repairs and USD275 for major repairs.  The told me to send the camera in to Rochester. NY .USD24 with insurance.They insinuated that the camera must have been dropped.  This is totally untrue.  As I said before. I am a real photographer.  I feel that they should have said that they would fix the camera under warranty due to the short time ago that it expired and how little use the camera had.  The camera sat for a year and wasnt used at all.  Now. I not only question the quality of the camera but also the customer service that Kodak offers.  This may not sound like a big deal to you but I ask you how you would have wanted to be treated if you had spent USD550 on a camera and then they wanted to charge you some huge amount to fix it.,3,0,1370
A22WB9NO9CGWP7,1116,I probably should have rated this 5 stars. but I chose 4 because I could not get audio to work from the evga geforce gtx 650ti in my computer to my m420nv tv.  I dont know if its the computer. the software. the video card. the tv. the or the cable and with so many things that could be wrong. I cant blame the cable until I know for sure.I also cant get the cable to work with my Nikon 3100 camera.  Again. I dont know what the problem is and until I can verify the camera connection working with another cable. I cant blame the cable.But. at this time. I cannot rule out the cable as the problem. either.,4,1,605
A22WKGAIO762EH,0,Overall good stuff. met my expectations and the price is fair enough for me. good qualityprice relationship. I like it.,4,1,119
A22WMZMHRAR43Z,0,THIS CD CLEANER HAS MORE BRUSHES TO DO A LITTLE MORE CLEANING TO A CD PLAYER. BUT ITS NOT ADVANCED ENOUGH FOR A CAR CD PLAYER.,4,1,126
A22WMZMHRAR43Z,0,I already had an 8GB. so I decided to double the size of my SDcard. Kingston is a really great brand and I like their quality.,4,1,126
A22X4J47MLP54,0,I bought several of these for portable keyboards. They werent very expensive. which is a good thing. While the sound is okay. they feel rather  cheap . I have already had one set go bad .only playing out of one side now.. So. for the price they are ok. but if you want longlasting quality. go for something a bit more highend.,3,0,326
A22XKZH39639H5,0,Bought this cable and good thing I did. as even though I had some old cable around the house. one was bad. and so the computer didnt recognize the network. I replaced the bad cable with this one. and worked perfectly.,5,1,217
A22XSRK69MIRG4,12,good quality tape. exactly what the doctor ordered for an older camcorder i was gifted with.  overall quality. dependable recordings.,4,1,133
A22Y9D820GYWVI,0,Camera eats batteries like my dog eats treats.  Serial port connection lasted about 3 days.  The flimsy input inside the camera broke. and the camera no longer connects to a computer. thus rendering it utterly useless.  The battery compartment snaps shut with a small extended piece of plastic on the door.  That broke off and I have to hold the batteries in with a rubber band.  The picture quality is very poor. unless of course you want to capture the essence of walleye photography.  Whatever you do. stay away from this junk.,1,0,530
A22ZTDV4JTPB23,66,Brother M231 12InchIs an excellent product for the price I have been buying this product for over 20 years and it is always a quality buy. keep up the great work.DHP,5,0,165
A230OZ6DNS1SWC,0,This is one of two APC UPS units that I own. I also own the more modern and lighter APC CS 350.The APC 650 is a slightly older UPS unit. Non the less just as reliable as the modern units in the CS series. Six 120V AC outlets. and phone line provide total industrial strength surge protection. As an older UPS this unit seems to regulate backup power better during a power outage. The backup power can last up to one hour with a properly maintained battery. PS2 9 pin computer port allows connection to a desktop PC.A word of caution. This is one of the heavier UPS units. So youll want to find a permanent location to install for this unit.If lighter weight is what your after. some of APCs more modern units might be for you. Otherwise. other than the weight. this unit provides unsurpassed performance and value. The best surge protection money can buy.,5,1,855
A231WM2Z2JL0U3,22,Ive owned mine for about 1 12 years now. and Im happy to say it gets more use now than ever. The camera is wellmade. the quality of the images is very good and the price and availability of media .both tape for movies  and the proprietary MultiMediaCards for stills. continues to improve .a 32  meg MMC costs about USD100 and holds 200 or so images.. I do seem to have a  problem keeping dust out of the viewfinder. but thats my fault for  shooting on windy days at some very dry baseball fields. The most useful  addition was a MMC reader. which makes downloading images to my  desktop simple and fast. I have not bought the FireWire setup yet. but  this is required for tape transfer to the desktop. All in all. this is one  of the most versatile cameras I have ever owned.,4,1,775
A231WM2Z2JL0U3,2023,Pick this camera up and youll be reminded of the heft of older. metalbodied 35mm film cameras. It seems that the SLR setup has added a significant weight burden. while supposedly lending better optics to the camera. In this price range. most digital cameras now offer potent optical zoom lenses .710x not uncommon.. while the 620 makes do with a marginal 3.1 setup. In addition. while most offer resolutions in the 3+ megapixel range. the 620 is a 2.1 megapixel camera. While there are some usercontrolled features that make it fun to use. it is still pretty much a computer chip controlled digicam with a particularly slow autofocus system. In this price range. Ill take the Olympus 700 anyday!,3,0,695
A231WM2Z2JL0U3,66,I have a 300 and now a 500. There are a few reasons this unit is a big improvement. Most impt is the USB connection. which makes uploading much faster and is conflict free. The software upgrades easily and the added memory capacity is thus doubled. If you download your songs at very high compression. sound remains good and capacity can exceed 3 hours. One suggestion. get real headphones!,4,1,390
A231WM2Z2JL0U3,34,It does just what it says itll do. if your PC has a locking slot .almost all do now. and the place where youre working has a secure piece of hardware to secure it the airplanegrade cable .schools. libraries. airports. et. al... all wouldbe casual thieves will move on. As for more determined thieves. thats perhaps another story. Back up your data!,5,1,348
A231WM2Z2JL0U3,23,I have lots of Belkin cables. and they have never failed me. The screw down mechanism is well designed. and does not allow the screw to back out .and thus become MIA.. Also. because the screw downs are rubberized. they are easier to grip and tighten. I have bought one set of the expensive goldplated contact cables. but the added cost added nothing to performance.,5,1,365
A2327NQYT7T7KD,13,The sub is OK. rounds out a basic system. low price for basic performance.  However. the one I purchased stopped working after about a month of use.  KLH asked me to send the power unit into them for repair.  I have not heard one word from them since.  Phone calls and emails have not been returned.  It is like I never existed.  So be wary. sometimes buying cheap cost you in the end.,1,0,385
A232A5VLHTFFN0,1516,I bought this modem and actually got it to install on the first try! I noticed a problem with the speaker staying on. however. when I called Best Data tech support they pointed me to an alternate best data web page that did not belong to the company that had newer drivers that fixed the  problem!  Now it is working great!,4,1,323
A232IJYUIIHKQ9,11,I found this product to be an extremely effective way to organize and carry my cassettes.  I think a vinyl exterior would have been more attractive than the nylon exterior.,4,1,172
A2335XVD63OQYU,0,This product is fit for everything I do except for cord length. I did stretch it out over night but it shrunk back to normal size within 24 hrs. Other than that fantastic product. sound quality is great and the swivel clip helps for different settings.,4,1,252
A235DJF7AEYJFQ,22,I brought a 32 tv for my room. and bought this mount to hold. Very good detailed instructions. Packaging was well kept and came on time.. Works great for all tvs.,4,1,162
A236COX76ZMFIH,0,Got this for use in the car to use while driving. can hear well and it is comfortable to use.Does the job and well worth the price,4,1,130
A236UOUCRB9NMZ,0,As a lefty who loves Moleskines. I weep with joy at the beauty of this design. I just wish it was available for the 3d generation Kindle...,5,0,139
A23747X7H6V3WU,0,For basic household use in Home u0026 Hobby PTouch. I am satisfied with quality and performance. Can be difficult to separate tape from backing paper. but not impossible.,4,1,170
A2375BCKFMZTNI,11,I found it to be quite useful in every sense of the word.  I would recommend the product to anyone.  I loved it.,4,1,112
A2375HJTXYJAJ,0,With the exclusion of parallel ports on the newer laptops. I had shelved my old Canon BJC 80 portable printer a few years ago. I needed a printer for the road so I went looking for an adapter for the old style printers to USB.Found It on Amazon. It was cheaper than the new version of the Canon portable printer.  I ordered it.received it. plugged it in. Though there was a thirty second to a minute delay. the printer works as good as ever. Thank you Amazon and Belkin,5,1,469
A237U3A3SHQ3WP,11,This tripod feels like it is very cheaply made. I dont care for the mount on it either. Yes it was very cheap. but for a few dollars more I have seen some much better products.,1,0,176
A238V1XTSK9NFE,0,If youre like me and have a digital camera that uses compact flash and a laptop that always has a free PCMCIA slot. this is an excellent value.  Leave it in your slot all the time. it wont have an effect on your system when the CF card isnt in. but it will permanently add a CF slot to your system.This means that you can dispense with the cameratocomputer cable and just plug the card into the slot.  When you do. it will be recognized as a removable disk. kind of like a Syquest or Zip disk. and show up in your u0026quotMy Computeru0026quot view or Mac desktop. and maybe .this is how Nikon View works anyway. pop up your digicam software.This really is by far the most convenient way to deal with a digital camera if you use a laptop.,5,1,738
A23956TW9D1LTN,5456,You cant beat the price for a full size tripod for your camera. Great for taking pictures of low light settings. night shots. etc. since the tripod will keep the camera still and wont blur the shot. The only bad thing is the shipping on this is more expensive than the tripod itself! Still worth it for about USD20.,5,1,315
A239ICGWDJSRW8,22,I switched from a cheapo shower radio I got at Bed Bath u0026 Beyond to this one. Boy what a difference. Much clearer. much louder.Remember. you have to hear a shower radio over the shower and the bathroom fan. so it does need to be loud. especially if you listen mostly to NPR like me. I had to turn my old one all the way up. and I still couldnt hear interviews well.One thing. the reason for the long battery life folks like here is because it takes C batteries. I used the AA rechargeables I was using in my old radio. and it works fine. fully as advertised. The battery life is satisfactorynot impressive. but OK for my purposes. But when they die. they dont fade or give warning. they just die.It is more expensive than I really wanted to pay for this purpose. but I did get value for money. Its a fine unit. and I recommend it.,5,1,834
A23AF9X5323ME3,22,The unit arrived in minimum time. had to drill out existing pivot bolts and install larger size to take out the sag or play. it works great. also I had to cut an area out from the bottom of the plate to have access to the hook ups.As I said you get what you pay for the unit was suppose to fit my vizio 26 inch tv.,3,0,314
A23C0R77ZP9Z84,11,An eReader without eink? Really?eReaders are devices dedicated to reading. and thus the main inconvenience they should avoid is eyestrain.By introducing a backlit eBook. Bu0026N removed the key point of eReaders.If you need a device that has a backlit screen .and can afford a USD283 device.. why wouldnt you pay the extra USD200 to get an iPad. which does the job much more efficiently?Please. correct me if Im wrong. because I really dont get the point of this device.Thanks.,3,0,477
A23CKO9CFCVRPJ,122,This product would not hold a charge. the customer service department at Barnes and Noble took 4 calls to try and rectify the problem.  None of the first two conversations were on record. the third conversation resulted in a less than satisfactory result.  The fourth conversation with customer service resulted in them sending me a certified USED product to replace the NEW one that I bought.  As I type this. I am on hold for 25 plus minutes trying to get someone to helP me.  I WILL NEVER BUY A BARNES AND NOBLE PRODUCT AGAIN.,1,0,529
A23DRB25HRL9J4,66,First of all. this nook is a BETA release.  When I first got it. as a gift for my mom. after I authorized it. I tried to buy a book for my mom.  It was Christmas. I could not pauy for a download for her nook because it was her account.  I could not download and pay for a book. from the Barnes and Noble Nook Book store.  Just yesterday I ordered and paid for another book from the B u0026 N store.  It took my money this time and sent me an email saying my book was ready for download.  I hit download and a message showed up saying the book was on the nook.  There was no book on the nook and there was no downloaded book anywhere on my computer. searched all drives including the nook drive.  I tried 3 times on live chat to fix it.  They kept transferring me to another deept and Id get cut off..  So Im out the  price of a book.  Whatever you do. DONT BUY A NOOK.  GET A KINDLE!!,1,0,884
A23EN1JWF1RQ1N,0,I didnt buy this to be an e reader but as a small tablet PC. and I was rather surprised with how well it works. Im using it much more than I thought I would. Most of the time I use an aftermarket Android OS .CyanogenMod. booting off a micro SD. theres no need to root or jail break the stock firmware to do this. With the aftermarket firmware. it also has Bluetooth. the micro USB can be used as a host USB with an adapter or USB gender changer. and it will charge the battery while plugged in to a PCs USB. normally it will only charge with the wall charger.My biggest complaint with the stock firmware is Bu0026Ns app store. the apps are fairly pricey. apps that are free elsewhere you have to pay for. there are a few free apps from Bu0026N but not many. With the aftermarket firmware Im using the Amazon app market. much better selection and prices.Cons. The sound is about what I expected. fairly poor. but is greatly improved by using an amplified external speaker. The micro SD slot is in a very poor location making it very difficult to insert and remove. its located under a hinged cover behind the loop in the lower left corner. its well protected there. just not easy to access. Dont expect to watch streamed HD video. however. sites like YouTube work fine.Despite the cons. I give 5 stars. I think its a great value. I have been very pleased with it.,5,1,1362
A23FKOXQHBR89R,23,I consider this cable to be better than the one I used before cause it works much better than all the other I used before.thanks,4,1,128
A23ID71VXIBR8T,0,I bought this for my spouse.  It is everything we could ask for.  I have a Kindle Fire HD and love it.  But this was 32 gb and does everything my Kindle does except it cost 200.00 less.  I recommend it very much!,5,1,212
A23JKT81U7UIQ0,33,This CB radio was purchased for the express purpose of a communications device to be used exclusively on a motorcycle for bike to bike communications and weather info. It is very small and works perfectly. I had to make a holder with bracket. but that only took about 20 minutes. I purchased a separate headset kit to fit the helmet. but after all that. I still only had a total of USD165. in all for my complete setup. My other biker friends spent up to as much as USD800. This little gem does everything theirs do and more.,5,1,525
A23JTR4D6YFA1X,1416,Movie quality not as good as I had hoped. but it is a 40 yr old VHS tape I ordered!  Thrilled it was even still available.  Will try to have restored if at all possible and transferred to DVD.  Filmed in my home area.  Lots of locals as extras which is why I ordered it.  Fun to watch with my family and see familiar faces and places.,4,1,334
A23JYBX1Q54LB1,0,I received the Nook .WiFi. for Christmas 2010 and I loved it from the moment I powered it up and read my first book. At first I was against ereaders since Im a book nerdI love the feel of the pages. the smell. etcbut the Nook made me change my way of thinking regarding ereaders. Navigation is simple. adding books is a breeze .Ive used both Bu0026N and Calibre software.basically everything you want to dochange is laid out in an amazingly user friendly way.The only problem I had with the Nook was the eink screen. My three year old knocked it off the couch arm one day and it messed the screen up completely. even though it was in a case. Otherwise. I cant think of any issues Ive had with this product. Ive tried the Kindle and Pandigital ereaders. but neither one compares with the Nook. Its pretty close to perfect.,5,1,821
A23K0A6DL5HQQ3,22,I bought a refurbished Nook Color a few months ago as well as a dualboot android MicroSD card .from eBay..  This is by far the best value tablet Ive found anywhere!  NC is well made. arrived in likenew condition. reliable. responsive and by booting to full Android .with the dualboot microSD. it is a real tablet with full access to the Android market. Only cons are lack of microphone or camera. but for a total cost of u0026ltUSD180 its awesome!  Good battery life. beautiful screen. responsive and a really excellent reader .especially in low light  but the screen can be made very bright for daytime use..  I also have a Kindle keyboard which I love for daytime reading but the NC works in the evenings in a darkened room and does all the other things a tablet can do.  Just NC on a holiday trip and left my laptop behind!  NC was perfect for email. RSS. games and reading. including pdf books and Netflix movies.  If you have an Android phone. using this is the same with a much better screen.  Its a really good tablet as is. but with the dualboot MSD card it is an awesome deal!,5,1,1085
A23K4UP4GC4F1D,33,This is a nice compact radio. ideal for the road and for emergencies. I use it on my motorcycle. Even though it is hard to hear. I am buying the ear piece next. which will help reduce the wind noise.,5,0,199
A23KLGJ105C5LV,22,Excellent! Just what I needed to secure a 32inch flatscreen TV. Of course it hasnt been put to the acid test yet. but install was easy enough and it seems solid enough.,5,0,168
A23KMF1RYOZ75T,23,Overall as described. However. it would be even better if the product comes with the original receipt or warranty card.,4,0,119
A23KMKQ0EN18BB,12,I should have realized that this mic does not support VOX. I guess when you buy a microphone its can be either PTT .push to talk. or VOX.Ill have to return this and get a VOX enabled one. though Im not sure which one at this point.,3,0,231
A23KRHS6GRUF5L,610,This is the second digital camera that I have used in the last 30 days  I started off with the Kodak DC280.  I like the Kodak controls better. but  the Olympus fits my hand well.The power switch on the Olympus is where  the shutter should be. and. the menu commands .such as delete last picture.  are not terribly intuitive.  Also. the flash is closer to the lens than the  Kodak. so redeye is more of a problem.  But. the 3x zoom makes the  difference for me. well learn how to use the controls.Definitely get  a USB PC Card reader to move the pictures to your PC. the serial connection  is VERY slow.  Finally. Olympus makes the mistake of giving you regular  alkaline batteries in the box. Throw them out. get some NiMH batteries and  avoid the frustration of having your batteries fail after 5 pictures and  thinking that something is wrong with the camera.,4,1,861
A23MH4H1CAZ5PP,77,Not being sure what was going on with our Philips DVD Recorder lately  it still plays okay. skipping occasional. but the recording feature has become utterly useless  I tried this product last week. It just has a small bristle on the DVD apparently to clean dust. Cleaned it multiple times. It didnt do a thing.I finally found a page on the badly written nonindexed manual of our recorder that says because of the high power used by the laser in the recorder. disc cleaners are a no no. You may want to refer to your manual before buying this cleaner.,1,0,551
A23N79UIUEA4EE,69,There is a slight delay when you push the PushToTalk button on the earbud.  However it works well.  I receive messages clearly.  Im not a big fan of earbudtype headsets because they do not stay in my ear well and Im constantly adjusting them.  I wish Motorola made a headset that hooks over the ear.,4,1,299
A23N98ZC0H38L9,0,I was a bit surprised with this product. It was like working with a paper towel. Dried up and did nothing for my CDs or DVDs. It would be cost ineffective to send it back. but would never order it again. Just trashed it.,2,0,220
A23NJ90CMJX1KA,11,Belkin ties are cheap and very useful.  I would recommended to everyone.  Its alot cheaper than if you buy them at Frys.,5,0,120
A23NYT8H4KIEBJ,0,I bought this card because my Ati AllinWonder 128 PCI couldnt handle my games very well. I have an amd 450 and now have both the ati and the Voodoo3 2000 PCI running at the same time and the graphics inceased from 29fps to 60fps and higher. I would definitley recommend this card if you  have no agp port.,5,1,305
A23Q32B7VTOXE9,44,My new IIIXE came with a flimsy plastic stylus which was not particularly easy to grip or manipulate.  These replacement styli are plastic and brushed metal. prividing a much better grip and improved heft.,5,1,205
A23Q55PY9GB3UQ,22,Hello.This cable works perfectly and is good quality.I received it quicly and will buy here again.Thank you.,4,1,108
A23QCWXEG3BJ9H,0,I use tapes over and over. Maxell has been the best so far. use to use TDK but they failed way to soon. I have a Maxell standard Ive used 25 times. I tape a lot of stuff Maxell high grade is superior to thier Maxell standard.  for movies you want to save. Maxell high grade will do the job.,5,1,290
A23QG48X42HBV4,44,I got it to work for about 5 minutes. The interface makes no sense. you have to remember what combo of red and blue lights mean what. Now all it does it show  solid blue light and does nothing else.,1,0,198
A23QZJI5LS3F5K,44,This system did not work for me. When I answer the phone it works for about a minute and then shuts off. The indicator lights on the base and extension are still on steady indicating the system is still on but no sound comes through. With the line still open. momentarily hanging up and picking up again restores operation but then it shuts down again in about ten seconds. I called their help hotline and after performing all their automated corrections with no results I got a live person. He didnt seem to know anything other than to send it to their repair station. But when two brand new units fail in exactly the same manner. it isnt a matter of repair.,1,0,659
A23R1QCRL1992I,22,I have not been able to use it...am still trying to figure out how to get the key board up for the internetWhen I went to the videos how to use it. I got a message that said not available and the same thingon google...not available.People told me Id like the nook color. but cant find anyone who can help me...I am not near any placethat could help me...all the book stores that could help are in central or southern Maine...I am betweenBangor and Bar Harbor.Will keep trying...to figure it out and to find someone who can teach me about it.  A computer instructorsaid he didnt know how to use a tablet and the young people  just do it  is why I cant find someone toteach me so far.,2,0,682
A23RISO74TG5Z,23,The Kindle fits in it however. it really seems too big.  It is not form fitting to the device.  I was a bit disappointed compared to other covers I have bought.,3,0,160
A23RLCE4H11A3J,0,Cute product doesnt work as a reading light.  Didnt seem very bright when I first used it. and within a week it was too dim to read by.  The problem wasnt the charge.,1,0,166
A23RM4KRCEIDB6,78,When using this cable any monitor I attached to it would be Identified as a NonPnP Monitor.  This would prevent the computer from using the correct resolution and would also have the monitor searching for an input when the screens were put to sleep.  Removing this cable resolved the problems.Stills works as an extension cable.  If you dont care about the computer being able to properly identify the display then this cable will get the job done.  Unfortunately. this was not sufficient for me.,1,0,496
A23SARSJ1Q4G15,0,The cords I purchases were indeed 3 and function properly.  Be aware. however. that the cord pictured is NOT the item you will receive.  The cord pictured is probably at least 7if youre not careful and order by appearance. you will be disappointed.  A 3 cord is good for connecting things that are right next to each other and little more.,4,1,339
A23SMNH8SZQNSR,13,C D worked well. wish I could say that for my player!Need a new Player.Maybe I should check on Amazon,4,1,101
